"Time","RPS-testing","CPU-testing","p90-testing","replicas-testing","memory-testing","RPS-rl-agent-e1-a2c","CPU-rl-agent-e1-a2c","p90-rl-agent-e1-a2c","replicas-rl-agent-e1-a2c","memory-rl-agent-e1-a2c","RPS-rl-agent-e1-ppo","CPU-rl-agent-e1-ppo","p90-rl-agent-e1-ppo","replicas-rl-agent-e1-ppo"
2023-06-01 18:02:10,31.2,25.6,,6,2.54e-8,119,61.3,5.97,6,6.09e-8,131,67.4,6.14,6
2023-06-01 18:02:15,34.3,25.9,,6,2.57e-8,119,61.9,5.34,6,6.15e-8,130,69.4,6.10,6
2023-06-01 18:02:20,35.7,26.5,,6,2.63e-8,120,63.4,5.34,6,6.29e-8,130,69.2,5.53,6
2023-06-01 18:02:25,43.2,29.1,3.54,6,2.9e-8,122,62.8,5.29,6,6.24e-8,130,68.6,5.48,6
2023-06-01 18:02:30,62.3,31.3,3.74,6,3.11e-8,122,62.6,5.15,6,6.22e-8,130,68.0,5.45,6
2023-06-01 18:02:35,69.5,32.3,3.79,6,3.21e-8,121,62.6,5.15,6,6.22e-8,130,69.7,5.62,6
2023-06-01 18:02:40,82.3,33.4,3.91,6,3.31e-8,113,60.9,5.20,6,6.05e-8,130,68.6,5.66,6
2023-06-01 18:02:45,98.3,36.6,3.93,6,3.64e-8,104,58.4,4.62,6,5.8e-8,131,68.7,5.71,6
2023-06-01 18:02:50,104,40.0,3.97,6,3.97e-8,101,57.3,4.63,6,5.69e-8,131,68.9,6.70,6
2023-06-01 18:02:55,112,42.0,3.91,6,4.17e-8,95.2,57.5,5.01,6,5.72e-8,131,68.7,6.72,6
2023-06-01 18:03:00,125,44.0,3.91,6,4.37e-8,98.6,57.1,8.97,6,5.68e-8,130,68.0,6.75,6
2023-06-01 18:03:05,129,47.4,3.92,6,4.71e-8,99.8,56.3,11.2,6,5.59e-8,129,66.5,7.54,6
2023-06-01 18:03:10,132,50.3,3.89,6,4.99e-8,105,56.5,16.6,6,5.62e-8,129,68.0,7.60,6
2023-06-01 18:03:15,130,51.3,3.82,6,5.1e-8,106,56.5,16.2,6,5.62e-8,130,66.8,7.63,6
2023-06-01 18:03:20,129,52.9,3.83,6,5.26e-8,109,56.8,15.8,6,5.65e-8,129,68.1,7.27,6
2023-06-01 18:03:25,127,56.2,3.64,6,5.58e-8,120,56.6,14.4,6,5.63e-8,128,66.3,7.28,6
2023-06-01 18:03:30,128,57.1,3.56,6,5.68e-8,131,57.3,13.8,6,5.69e-8,127,65.7,7.23,6
2023-06-01 18:03:35,128,60.6,3.56,6,6.02e-8,134,58.5,13.3,6,5.81e-8,127,66.7,5.88,6
2023-06-01 18:03:40,126,62.9,3.58,6,6.25e-8,143,57.4,11.1,6,5.7e-8,126,65.5,5.88,6
2023-06-01 18:03:45,117,63.6,3.50,6,6.32e-8,141,60.2,8.63,6,5.98e-8,126,66.2,5.83,6
2023-06-01 18:03:50,114,65.8,3.53,6,6.53e-8,141,58.6,7.31,6,5.82e-8,126,66.8,6.14,6
2023-06-01 18:03:55,108,66.6,3.59,6,6.61e-8,138,58.8,5.16,6,5.85e-8,125,66.7,6.09,6
2023-06-01 18:04:00,108,67.1,3.74,6,6.66e-8,140,59.0,4.43,6,5.86e-8,125,65.2,6.11,6
2023-06-01 18:04:05,109,68.5,3.80,6,6.8e-8,140,60.1,4.44,6,5.97e-8,124,64.9,6.54,6
2023-06-01 18:04:10,111,68.9,4.01,6,6.84e-8,141,59.7,4.44,6,5.93e-8,125,64.9,6.56,6
2023-06-01 18:04:15,112,69.5,4.34,6,6.9e-8,140,58.9,4.43,6,5.85e-8,126,65.7,6.61,6
2023-06-01 18:04:20,112,68.7,4.35,6,6.83e-8,140,63.0,4.43,6,6.25e-8,126,64.8,6.87,6
2023-06-01 18:04:25,117,66.0,4.37,6,6.55e-8,138,62.7,4.39,6,6.23e-8,127,66.2,6.85,6
2023-06-01 18:04:30,128,67.3,4.18,6,6.69e-8,137,65.2,4.49,6,6.47e-8,129,65.9,6.96,6
2023-06-01 18:04:35,132,68.9,4.12,6,6.85e-8,137,65.7,4.50,6,6.53e-8,129,65.6,6.39,6
2023-06-01 18:04:40,140,69.5,4.14,6,6.9e-8,136,67.6,4.56,6,6.72e-8,127,65.3,6.37,6
2023-06-01 18:04:45,142,69.6,3.88,6,6.92e-8,136,68.1,4.69,6,6.76e-8,126,64.6,6.36,6
2023-06-01 18:04:50,140,70.5,3.83,6,7e-8,136,68.3,4.69,6,6.79e-8,126,63.7,8.26,6
2023-06-01 18:04:55,129,69.6,3.71,6,6.91e-8,134,69.2,4.71,6,6.87e-8,126,64.5,8.73,6
2023-06-01 18:05:00,112,64.0,3.65,6,6.36e-8,134,69.0,4.99,6,6.86e-8,125,65.1,9.59,6
2023-06-01 18:05:05,107,60.7,3.62,6,6.03e-8,134,67.8,5.02,6,6.73e-8,125,64.7,9.63,6
2023-06-01 18:05:10,95.0,60.0,3.60,6,5.96e-8,134,68.3,5.22,6,6.79e-8,126,62.0,11.7,6
2023-06-01 18:05:15,76.5,58.3,3.52,6,5.79e-8,133,68.4,5.13,6,6.8e-8,128,62.5,12.3,6
2023-06-01 18:05:20,70.6,55.2,3.50,6,5.48e-8,133,69.4,5.17,6,6.89e-8,127,64.4,13.1,6
2023-06-01 18:05:25,58.1,54.8,3.31,6,5.44e-8,133,69.0,5.02,6,6.85e-8,130,64.6,13.3,6
2023-06-01 18:05:30,40.3,53.9,,6,5.35e-8,134,68.5,5.37,6,6.81e-8,130,64.9,12.8,6
2023-06-01 18:05:35,35.2,51.5,,6,5.12e-8,134,68.7,5.40,6,6.82e-8,129,64.2,10.7,6
2023-06-01 18:05:40,31.4,50.4,,6,5e-8,134,68.7,5.48,6,6.83e-8,128,63.5,9.36,6
2023-06-01 18:05:45,31.3,49.8,,6,4.94e-8,132,69.3,4.99,6,6.89e-8,130,64.4,8.72,6
2023-06-01 18:05:50,31.4,47.3,,6,4.7e-8,132,68.5,4.91,6,6.8e-8,131,62.8,10.8,6
2023-06-01 18:05:55,31.2,45.3,,6,4.5e-8,131,65.4,4.88,6,6.5e-8,130,62.7,9.92,6
2023-06-01 18:06:00,31.1,43.8,,6,4.35e-8,132,65.5,4.77,6,6.5e-8,123,62.9,9.66,6
2023-06-01 18:06:05,31.0,40.3,,6,4.01e-8,132,68.4,4.76,6,6.79e-8,116,60.4,9.73,6
2023-06-01 18:06:10,30.8,38.1,,6,3.78e-8,131,67.9,4.89,6,6.74e-8,105,58.4,9.75,6
2023-06-01 18:06:15,30.6,34.4,,6,3.42e-8,129,68.8,4.93,6,6.84e-8,95.8,57.3,9.79,6
2023-06-01 18:06:20,30.6,30.9,,6,3.07e-8,129,69.0,4.95,6,6.86e-8,89.3,54.9,9.68,6
2023-06-01 18:06:25,30.5,28.9,,6,2.87e-8,128,68.7,4.81,6,6.82e-8,85.2,54.2,10.3,6
2023-06-01 18:06:30,30.4,27.5,,6,2.73e-8,129,68.3,4.71,6,6.78e-8,86.0,52.4,12.3,6
2023-06-01 18:06:35,30.4,26.1,,6,2.6e-8,129,66.7,4.71,6,6.63e-8,89.4,55.3,10.1,6
2023-06-01 18:06:40,30.3,25.5,,6,2.54e-8,131,67.2,4.64,6,6.68e-8,93.8,55.2,12.2,6
2023-06-01 18:06:45,30.2,25.5,,6,2.54e-8,130,66.4,5.00,6,6.59e-8,98.7,55.7,11.4,6
2023-06-01 18:06:50,30.2,25.5,,6,2.53e-8,130,66.7,5.00,6,6.63e-8,108,57.1,10.8,6
2023-06-01 18:06:55,30.3,25.2,,6,2.51e-8,130,67.5,5.02,6,6.71e-8,120,59.0,9.99,6
2023-06-01 18:07:00,30.5,25.3,,6,2.52e-8,130,66.9,5.05,6,6.65e-8,132,59.0,9.52,6
2023-06-01 18:07:05,30.4,25.1,,6,2.5e-8,130,67.8,5.03,6,6.73e-8,142,59.1,9.08,6
2023-06-01 18:07:10,30.4,25.0,,6,2.48e-8,128,65.8,5.04,6,6.53e-8,150,60.9,8.20,6
2023-06-01 18:07:15,30.3,24.9,,6,2.48e-8,128,65.9,5.31,6,6.54e-8,151,61.5,7.20,6

