"Time","RPS-testing","CPU-testing","p95-testing","replicas-testing","RPS-rl-agent-e1-a2c","CPU-rl-agent-e1-a2c","p95-rl-agent-e1-a2c","replicas-rl-agent-e1-a2c","memory-rl-agent-e1-a2c","RPS-rl-agent-e3-1","CPU-rl-agent-e3-1","p95-rl-agent-e3-1","replicas-rl-agent-e3-1","memory-rl-agent-e3-1","RPS-rl-agent-e3-2","CPU-rl-agent-e3-2","p95-rl-agent-e3-2","replicas-rl-agent-e3-2","memory-rl-agent-e3-2","RPS-default","CPU-default","p95-default","replicas-default","memory-default","dep_RPS-testing","dep_RPS-default","dep_RPS-rl-agent-e1-a2c","dep_RPS-rl-agent-e3-1","dep_RPS-rl-agent-e3-2"
1690391160000,852.5030303030303,94.60744953582035,7.859832069339056,3,629.6090909090908,87.87689675646158,4.3133320948665546,4,0.6524319853171454,595.0292379575758,67.77678056752617,6.243001707718387,5,0.4952813247882748,555.2654545454545,65.93141199979343,4.361483789841996,5,0.65092837734321,420.81212121212116,65.76117441739093,4.3769289456284035,6,0.5068492519328086,2557.509090909091,2524.872727272727,2518.4363636363637,2975.146189787879,2776.3272727272733
1690391280000,637.9422181818181,87.7426940589481,4.5095780621765424,3,633.2772727272727,87.01153335830243,4.314797427652733,4,0.7746068781948148,570.1134178343434,61.6588461314371,4.962460312686591,5,0.5086760145429752,561.7916137574446,66.54956150649966,4.30643869268536,5,0.6540826678414438,422.9424242424242,67.32981968295371,4.429786448112664,6,0.5956298967082589,2551.7688727272725,2537.6545454545458,2533.109090909091,2850.5670891717164,2808.9580687872226
1690391400000,632.2227540259739,79.54119425834784,4.6838948650081935,4,638.6363636363636,86.07474747443192,4.267537487504168,4,0.6374337378364012,583.460177217844,65.57826517585795,4.951306516694095,5,0.4806223386218524,549.8981818181818,65.74553334021394,4.303728182173218,5,0.5261666776391979,424.2454545454545,66.6226282456942,4.4289421813403385,6,0.5044947882381521,2528.891016103896,2545.472727272727,2554.545454545455,2917.3008860892196,2749.490909090909
1690391520000,863.2303030303028,95.45145224358524,8.83117583603025,3,638.1586078957129,86.86595836875632,4.267927857206155,4,0.7148144776842557,562.926838215301,66.57777998576212,6.456091623706369,5,0.6408524360048695,561.1228696327331,65.25173726968687,4.302057666388112,5,0.7194863454557198,423.5572025132701,66.29475424429637,4.3097493351573455,6,0.5107371393325831,2589.690909090909,2541.3432150796207,2552.6344315828514,2814.634191076505,2805.6143481636664
1690391640000,651.159053030303,88.60774310416531,4.523899242026884,3,645.040909090909,87.09603363834736,4.3469409750840065,4,0.8052569165175453,586.4679608484848,65.19482975546761,9.164584211607156,5,0.46541082317684596,555.6327272727273,65.3065215708827,4.28748484673555,5,0.4596145117896724,425.98484848484844,64.67969377455229,4.279691837081513,6,0.5182479763248866,2604.6362121212123,2555.90909090909,2580.163636363636,2932.339804242424,2778.1636363636367
1690391760000,636.1517072294371,81.62375362882068,4.703135744991911,4,648.4863636363635,85.93648794156456,4.396248160863169,4,0.637385274686956,761.3639168181818,80.74508359891959,23.213396349689546,3,0.7270915958091307,555.650909090909,66.23626825590006,4.382751387376857,5,0.5052512214252493,427.82164824901434,65.46695005375456,4.34505942806749,6,0.41399180880171565,2544.6068289177483,2566.9298894940857,2593.945454545454,3045.4556672727276,2778.254545454545
1690391880000,659.1693810353536,90.74682892850997,4.955212676498211,3,643.7681818181818,86.27864563837367,4.286188684227894,4,0.4823490297122932,609.1955827445887,90.9063173701422,22.037172246694816,3,0.5504769562485857,559.3381818181819,66.11673083387669,4.4268348438802665,5,0.594514551003916,430.1424242424242,66.53683199240605,4.329997078120431,6,0.40532714928735003,2636.6775241414143,2580.8545454545456,2575.0727272727268,3045.977913722944,2796.6909090909085
1690392000000,653.9318181818181,80.09446007504353,4.254411088716806,4,645.9772727272726,85.81986044977799,4.27934236775126,4,0.49672994640714296,614.5057764141413,89.93745620483256,23.30691161499309,3,0.6059919673063492,558.8036363636363,65.93757737807617,4.4179144095341245,5,0.4370570559003368,429.0818181818181,66.10358277401735,4.316871898054992,6,0.5271211259012362,2615.727272727273,2574.4909090909086,2583.9090909090905,3072.528882070707,2794.018181818182
1690392120000,826.248446938013,100.10509512201972,7.604425800636301,4,655.431818181818,86.60670698316626,4.344599506685707,4,0.4654962989214265,609.6164238441559,89.65444472360038,20.529264236893148,3,0.6209162208434392,560.2626661112544,65.97976828562179,4.398446457856343,5,0.5112494299941996,432.7853339284287,66.99377596833764,4.3959719455051385,6,0.556556451017636,2478.745340814039,2596.712003570572,2621.7272727272725,3048.082119220779,2801.313330556272
1690392240000,665.8070776893939,93.0357528463783,4.961441192931547,3,649.8545454545454,88.10217758785598,4.330082116216389,4,0.46217809623537814,610.5179433429109,89.07434154017884,22.489612965757928,3,0.5940667084175744,555.2290909090909,65.73660939750759,4.423438306659787,5,0.4802854690089459,430.9610269819389,66.19400575804909,4.335087339565703,6,0.6152762685869926,2663.2283107575754,2585.766161891633,2599.418181818182,3052.5897167145545,2776.145454545455
1690392360000,531.5136363636364,71.17726725048946,4.123935617860852,4,524.05,77.71228716362462,4.144528414670595,4,0.6655802817681494,626.0182074675324,88.67415170418884,21.55994625904014,3,0.6707371727944207,567.4399999999999,64.72079868069432,4.40506348957517,5,0.563305637053482,348.69393939393933,60.5613325247846,4.318244231135972,6,0.39812794004325885,2126.0545454545454,2092.1636363636358,2096.2,3130.091037337662,2837.2
1690392480000,704.9454545454545,90.03560620634461,4.491745257255218,3,527.209090909091,75.7093977108498,4.102559116022095,4,0.6367399719451298,602.2363636363636,75.31064406672516,4.527372975645935,5,0.6502783412848034,572.0872727272726,66.97478783205761,4.368102643442074,5,0.6695918844319928,421.2981818181818,61.41305222676478,4.36713553462868,5,0.5884429796819788,2114.8363636363633,2106.490909090909,2108.8363636363633,3011.181818181818,2860.4363636363637
1690392600000,715.4613463023325,92.38356916181408,4.560544854724159,3,520.9105410185975,73.94967319725251,4.076546929599749,4,0.4633889633313425,603.8748767624569,66.52005492387556,18.232361402520628,5,0.5203592766025786,566.4992093577769,65.89102674106019,4.342831565488003,5,0.4948669181590891,426.3672727272727,66.05206009289914,4.3725914507618455,5,0.4128016662702386,2146.3840389069974,2131.836363636363,2083.64216407439,3019.3743838122846,2832.496046788884
1690392720000,703.4545454545455,90.29358144253493,4.555974842767293,3,531.9272727272727,76.69655982153134,4.210277865487841,4,0.6249575898746331,626.0998784502165,83.02461516174154,24.51101415945583,3,0.695452825249384,570.7563636363635,66.27064539129837,4.380666490346467,5,0.6933887628553405,426.0109090909091,65.1131458009666,4.334158539634909,5,0.6125734655999786,2110.3636363636365,2130.0545454545454,2127.7090909090907,3130.499392251082,2853.781818181818
1690392840000,711.6484848484847,92.4263912314865,4.643088890366334,3,534.1909090909091,75.827316231776,4.136639351186961,4,0.5838741054562347,616.538244590909,90.52853953993139,20.87635944115496,3,0.7888076456204686,574.8690909090909,67.049167434206,4.34202946169432,5,0.5268934276155358,428.45922233774735,65.43321591201783,4.3577972718458575,5,0.49920110151577024,2134.9454545454546,2142.2961116887363,2136.7636363636366,3082.6912229545446,2874.3454545454547
1690392960000,658.3494309443237,81.12969642486001,4.868096240827385,4,656.6225037772715,87.35058612915694,4.305020432469568,4,0.6684248306426912,606.0867378532228,88.91650112659374,19.02700854338373,3,0.6591702454562709,554.4177131252425,65.89824353367936,4.349410571896522,5,0.7153924923468451,526.7416280399719,74.37405532241766,4.409293150150532,5,0.4909343421067116,2633.3977237772947,2633.7081401998603,2626.4900151090856,3030.433689266113,2772.0885656262117
1690393080000,665.3,87.11941856373957,4.5153386917530325,4,663.3545454545454,88.01390905446972,4.369503546099286,4,0.5574862529750866,607.6288320151515,89.6913852895938,16.905631830374052,3,0.6714682008924739,560.9381818181818,65.71434929146156,4.361643835616434,5,0.7018122892727204,441.80606060606056,65.1003095644969,4.3247518988011695,6,0.5106467877719018,2661.1999999999994,2650.836363636364,2653.4181818181814,3038.144160075757,2804.690909090909
1690393200000,669.0655718560606,88.11110432169794,4.580224193834492,3,671.7106428663521,88.37385170495787,4.330526650267858,4,0.5045377152824065,608.0165171969696,86.22725179484635,19.524141036808693,3,0.5940598427324264,550.1018181818182,65.58013496602217,4.337929637773401,5,0.5627739107220053,446.77878787878785,66.78580395364207,4.3335711192071535,6,0.6173215128304712,2676.2622874242425,2680.6727272727276,2686.842571465409,3040.0825859848483,2750.5090909090904
1690393320000,670.3500979937071,82.423493384482,4.8666267158409,4,667.9030286501978,87.70314244575218,4.2938601148605855,4,0.596887555225031,614.3673374242425,89.84287808683817,19.109809288616304,3,0.8187854525123323,553.850909090909,66.58289591931081,4.349039655720188,5,0.6480936551209268,438.26363636363635,64.68426715860402,4.368438538205978,6,0.5315584735463965,2681.4003919748284,2629.581818181818,2671.6121146007913,3071.836687121212,2769.2545454545448
1690393440000,685.9792506512665,94.33362489191484,6.630150984733056,3,672.3818181818181,86.78132718154586,4.24757401049427,4,0.6104480566488039,611.3854545454544,75.4472464459446,4.477655977871116,5,0.6717405473575798,562.0981818181817,67.48782006302103,4.412985179957657,5,0.4684118864681268,443.6212121212121,67.22993653990707,4.3998303047443965,6,0.5690219393132129,2743.9170026050665,2661.727272727272,2689.5272727272722,3056.927272727272,2810.490909090909
1690393560000,672.0909090909091,84.69751601448993,4.536863435183701,4,675.2636363636364,89.19011780189177,4.345782428065855,4,0.6759410865267479,603.217646151515,79.4624495748933,18.632258550187583,5,0.6445777394973582,558.2363636363635,66.80942465515801,4.439680957128617,5,0.7241647290057606,451.08514577431333,68.71301559391027,4.373956628962197,6,0.5394207433610719,2688.363636363636,2706.510874645881,2701.054545454546,3016.0882307575757,2791.1818181818185
1690393680000,901.0848484848484,99.41253480187831,14.446203796203838,3,673.6772727272726,88.8150771582596,4.270162632859519,4,0.5099673310314681,587.5517162683982,62.36290000322839,15.905579270782898,5,0.4384904895831718,560.7702045640513,66.38500463198301,4.3330761954869415,5,0.5703678640615094,448.67272727272723,66.91103855856544,4.323054136874361,6,0.4969526397887218,2703.254545454545,2692.0363636363627,2694.7090909090907,2937.758581341991,2803.851022820256
1690393800000,546.2089361454546,87.44040608233863,4.448971232412319,3,673.3,88.73172912760052,4.316213719055661,4,0.463584488167187,591.0518334718615,77.4810577878938,17.040355441270385,5,0.5952908038818574,558.1927272727272,66.03343339207814,4.351154588040783,5,0.5558441486810949,448.1484848484848,67.49771571603284,4.3157814678666515,6,0.5449202858981157,2731.0446807272724,2688.8909090909087,2693.2,2955.259167359307,2790.963636363636
1690393920000,675.2131567045454,81.68888661053332,4.895732861653278,4,680.3045454545455,88.96749331430792,4.300456856058165,4,0.4978026357397809,594.8918972554113,78.07927876209195,17.26503956722363,5,0.5986898847962498,564.9381818181818,66.22809891071549,4.408303759639243,5,0.7234098420383781,452.28484848484845,67.91405018769214,4.3181860393127955,6,0.6020076572450263,2700.8526268181818,2713.7090909090903,2721.2181818181816,2974.4594862770564,2824.6909090909085
