Wall time,Step,Value
1689755947.206744,2,-0.8982698917388916
1689755947.21739,4,-1.7965397834777832
1689755947.229434,6,-2.694809675216675
1689755947.238216,8,-3.5930795669555664
1689755947.2472162,10,-4.491349697113037
1689755947.25656,12,-5.38961935043335
1689755947.265999,14,-6.28788948059082
1689755947.275428,16,-7.186159133911133
1689755947.285151,18,-8.084428787231445
1689755947.2967198,20,-8.982699394226074
1689755947.3083441,22,-9.880969047546387
1689755947.318083,24,-10.7792387008667
1689755947.326942,26,-11.677508354187012
1689755947.335487,28,-12.57577896118164
1689755947.343863,30,-13.474048614501953
1689755947.352536,32,-14.372318267822266
1689755947.36215,34,-15.270587921142578
1689755947.371317,36,-16.16885757446289
1689755947.379807,38,-17.067127227783203
1689755947.3884,40,-17.96539878845215
1689755947.397538,42,-18.86366844177246
1689755947.407208,44,-19.761938095092773
1689755947.416078,46,-20.660207748413086
1689755947.425369,48,-21.5584774017334
1689755947.434317,50,-22.45674705505371
1689755947.443207,52,-23.355016708374023
1689755947.452242,54,-24.253286361694336
1689755947.462728,56,-25.15155792236328
1689755947.472331,58,-26.049827575683594
1689755947.481455,60,-26.948097229003906
1689755947.4904802,62,-8.507145881652832
1689755947.499829,64,29.273025512695312
1689755947.529217,66,67.0531997680664
1689755947.539556,68,104.83336639404297
1689755947.549454,70,142.61354064941406
1689755947.5585878,72,180.39370727539062
1689755947.568008,74,218.17388916015625
1689755947.577591,76,255.9540557861328
1689755947.5869398,78,293.7342224121094
1689755947.5962932,80,331.514404296875
1689755947.606338,82,369.2945861816406
1689755947.615684,84,407.0747375488281
1689755947.6247838,86,444.85491943359375
1689755947.633274,88,482.6351013183594
1689755947.6426501,90,520.415283203125
1689755947.652134,92,558.1954345703125
1689755947.6615832,94,595.9755859375
1689755947.6711848,96,633.7557983398438
1689755947.6803598,98,671.5359497070312
1689755947.689173,100,709.3161010742188
1689755947.6978948,102,747.0963134765625
1689755947.707571,104,784.87646484375
1689755947.716684,106,822.6566162109375
1689755947.725506,108,860.4368286132812
1689755947.7345831,110,898.2169799804688
1689755947.74421,112,935.9971313476562
1689755947.753317,114,973.77734375
1689755947.7629828,116,1011.5574951171875
1689755947.7723598,118,1049.337646484375
1689755947.781605,120,1087.1177978515625
1689755947.7904341,122,722.3531494140625
1689755947.799274,124,739.1849975585938
1689755947.80929,126,756.016845703125
1689755947.818304,128,772.8486938476562
1689755947.828197,130,789.6805419921875
1689755947.837858,132,806.5123901367188
1689755947.84704,134,823.34423828125
1689755947.8563478,136,840.1760864257812
1689755947.865837,138,857.0079345703125
1689755947.877555,140,873.8397827148438
1689755947.889987,142,890.671630859375
1689755947.90171,144,907.5034790039062
1689755947.912429,146,924.3353271484375
1689755947.922431,148,941.1671752929688
1689755947.9314702,150,957.9990234375
1689755947.9402392,152,974.8308715820312
1689755947.948597,154,991.6627197265625
1689755947.958279,156,1008.4945678710938
1689755947.9669461,158,1025.326416015625
1689755947.975426,160,1042.158203125
1689755947.9839702,162,1058.9901123046875
1689755947.992903,164,1075.8218994140625
1689755948.0014951,166,1092.65380859375
1689755948.011264,168,1109.485595703125
1689755948.020648,170,1126.3175048828125
1689755948.0291321,172,1143.1492919921875
1689755948.03734,174,1159.981201171875
1689755948.045581,176,1176.81298828125
1689755948.0542872,178,1193.6448974609375
1689755948.063643,180,1210.4766845703125
1689755948.0724921,182,1231.3140869140625
1689755948.081397,184,1256.1571044921875
1689755948.090507,186,1281.0
1689755948.0995798,188,1305.843017578125
1689755948.109173,190,1330.6859130859375
1689755948.1183739,192,1355.5289306640625
1689755948.1277828,194,1380.371826171875
1689755948.136308,196,1405.21484375
1689755948.144812,198,1430.0577392578125
1689755948.1547992,200,1454.9007568359375
1689755948.1644359,202,1479.74365234375
1689755948.173644,204,1504.586669921875
1689755948.1823082,206,1529.4295654296875
1689755948.191744,208,1554.2725830078125
1689755948.2010071,210,1579.115478515625
1689755948.210888,212,1603.9583740234375
1689755948.220939,214,1628.8013916015625
1689755948.250324,216,1653.644287109375
1689755948.260958,218,1678.4873046875
1689755948.271898,220,1703.3302001953125
1689755948.282426,222,1728.1732177734375
1689755948.295147,224,1753.01611328125
1689755948.3061178,226,1777.859130859375
1689755948.315825,228,1802.7020263671875
1689755948.3272362,230,1827.5450439453125
1689755948.355488,232,1852.387939453125
1689755948.366482,234,1877.23095703125
1689755948.3770711,236,1902.0738525390625
1689755948.3888059,238,1926.9168701171875
1689755948.400975,240,1951.759765625
1689755948.414665,242,1843.9161376953125
1689755948.42766,244,1603.3858642578125
1689755948.439911,246,1625.99609375
1689755948.451415,248,1648.6063232421875
1689755948.463404,250,1671.216552734375
1689755948.473432,252,1693.8267822265625
1689755948.482792,254,1716.43701171875
1689755948.492327,256,1739.0472412109375
1689755948.50126,258,1761.657470703125
1689755948.511355,260,1784.2677001953125
1689755948.5218089,262,1806.8780517578125
1689755948.53139,264,1829.48828125
1689755948.539985,266,1852.0985107421875
1689755948.548713,268,1874.708740234375
1689755948.558321,270,1897.3189697265625
1689755948.567107,272,1919.92919921875
1689755948.576115,274,1942.5394287109375
1689755948.584809,276,1965.149658203125
1689755948.593032,278,1987.7598876953125
1689755948.601225,280,2010.3701171875
1689755948.610334,282,2032.9803466796875
1689755948.618739,284,2055.590576171875
1689755948.6279948,286,2078.200927734375
1689755948.63678,288,2100.81103515625
1689755948.645581,290,2123.42138671875
1689755948.655839,292,2146.031494140625
1689755948.6652732,294,2168.641845703125
1689755948.674606,296,2191.252197265625
1689755948.683957,298,2213.8623046875
1689755948.6927922,300,2236.47265625
