Wall time,Step,Value
1689788630.928195,2,12.919797897338867
1689788630.935908,4,17.82120704650879
1689788630.944084,6,21.10441017150879
1689788630.952513,8,27.712743759155273
1689788630.961045,10,31.275665283203125
1689788630.969527,12,33.88340759277344
1689788630.978081,14,37.696434020996094
1689788630.986187,16,41.726993560791016
1689788630.9942558,18,45.828800201416016
1689788631.0025358,20,49.8746452331543
1689788631.010464,22,53.61449432373047
1689788631.0183759,24,56.84184646606445
1689788631.0263941,26,60.41666030883789
1689788631.0342872,28,63.6330451965332
1689788631.0421278,30,66.2909164428711
1689788631.0499682,32,69.30079650878906
1689788631.0576909,34,72.7109146118164
1689788631.065415,36,77.97058868408203
1689788631.0730948,38,83.64167785644531
1689788631.080786,40,89.18377685546875
1689788631.088469,42,95.55731964111328
1689788631.096124,44,102.70135498046875
1689788631.103789,46,107.9266357421875
1689788631.111457,48,114.03484344482422
1689788631.119173,50,120.45281982421875
1689788631.1268969,52,127.25875854492188
1689788631.134567,54,133.43348693847656
1689788631.142268,56,138.72828674316406
1689788631.14995,58,144.06240844726562
1689788631.157653,60,149.35198974609375
1689788631.165343,62,154.5196990966797
1689788631.1730518,64,159.5085906982422
1689788631.180733,66,164.43722534179688
1689788631.188461,68,169.15231323242188
1689788631.196183,70,173.71307373046875
1689788631.203883,72,178.03065490722656
1689788631.2115772,74,181.8341827392578
1689788631.219291,76,185.0916290283203
1689788631.227034,78,187.89439392089844
1689788631.23475,80,190.42771911621094
1689788631.2424488,82,193.05419921875
1689788631.250123,84,196.3412628173828
1689788631.257878,86,200.05636596679688
1689788631.265598,88,203.92303466796875
1689788631.273309,90,207.83799743652344
1689788631.281043,92,211.92747497558594
1689788631.288741,94,215.9983367919922
1689788631.29643,96,220.04518127441406
1689788631.304151,98,224.1526336669922
1689788631.311866,100,228.17233276367188
1689788631.319568,102,232.0400848388672
1689788631.327292,104,235.98129272460938
1689788631.3350132,106,239.84796142578125
1689788631.342706,108,243.5816192626953
1689788631.350425,110,246.96327209472656
1689788631.358121,112,250.92726135253906
1689788631.365855,114,255.32859802246094
1689788631.3735511,116,259.97589111328125
1689788631.381243,118,264.1286926269531
1689788631.388938,120,268.0711975097656
1689788631.3969579,122,272.4264831542969
1689788631.405053,124,277.25006103515625
1689788631.413064,126,282.18341064453125
1689788631.421088,128,287.258544921875
1689788631.429131,130,292.4869079589844
1689788631.437162,132,297.8062744140625
1689788631.4452128,134,303.13348388671875
1689788631.453215,136,308.3849182128906
1689788631.461229,138,313.4931945800781
1689788631.469242,140,318.44183349609375
1689788631.477248,142,323.31097412109375
1689788631.485024,144,327.9776306152344
1689788631.4928079,146,332.43463134765625
1689788631.500573,148,336.65966796875
1689788631.508336,150,340.2166748046875
1689788631.516096,152,343.3016662597656
1689788631.523833,154,345.9427795410156
1689788631.531596,156,348.47613525390625
1689788631.539368,158,351.2832946777344
1689788631.5471811,160,354.86883544921875
1689788631.55495,162,358.6265563964844
1689788631.5627148,164,362.49322509765625
1689788631.570461,166,366.47857666015625
1689788631.5782,168,369.17926025390625
1689788631.585964,170,371.9465637207031
1689788631.59373,172,374.70697021484375
1689788631.601484,174,377.3870849609375
1689788631.609241,176,381.4679870605469
1689788631.617035,178,385.3822021484375
1689788631.624802,180,389.2135925292969
1689788631.6325529,182,392.8199462890625
1689788631.6403031,184,395.513916015625
1689788631.6480498,186,398.0472412109375
1689788631.655802,188,400.7652587890625
1689788631.6635468,190,403.93597412109375
1689788631.671305,192,407.6166687011719
1689788631.6793559,194,411.8833312988281
1689788631.68744,196,416.376220703125
1689788631.695405,198,421.0594482421875
1689788631.70318,200,425.9588317871094
1689788631.710931,202,430.927490234375
1689788631.718691,204,436.0665283203125
1689788631.72644,206,441.3384704589844
1689788631.734188,208,446.6706237792969
1689788631.74193,210,451.9791564941406
1689788631.749818,212,457.18328857421875
1689788631.757581,214,462.2229919433594
1689788631.765344,216,467.1563415527344
1689788631.773087,218,471.91815185546875
1689788631.78085,220,476.532470703125
1689788631.78861,222,480.9324951171875
1689788631.7963939,224,484.8979187011719
1689788631.8041532,226,488.26873779296875
1689788631.811937,228,491.1845703125
1689788631.81983,230,493.7373352050781
1689788631.827596,232,496.314208984375
1689788631.835317,234,499.3608703613281
1689788631.843065,236,503.1356506347656
1689788631.85077,238,506.6144104003906
1689788631.858529,240,509.94775390625
1689788631.866441,242,513.2810668945312
1689788631.8742049,244,516.9818725585938
1689788631.881957,246,521.0267333984375
1689788631.889904,248,523.7766723632812
1689788631.897818,250,526.4193725585938
1689788631.90566,252,528.9526977539062
1689788631.913492,254,531.4860229492188
1689788631.92132,256,534.1298217773438
1689788631.929151,258,537.1321411132812
1689788631.9369678,260,540.5392456054688
1689788631.944801,262,544.5240478515625
1689788631.9526222,264,548.2225341796875
1689788631.9604611,266,551.5650634765625
1689788631.968281,268,555.5025634765625
1689788631.976108,270,559.8839721679688
1689788631.983924,272,564.4863891601562
1689788631.99174,274,569.2323608398438
1689788631.99997,276,574.6357421875
1689788632.007723,278,579.6631469726562
1689788632.0154781,280,584.8585815429688
1689788632.0232189,282,590.1629028320312
1689788632.031233,284,595.4960327148438
1689788632.03912,286,600.774169921875
1689788632.046987,288,605.9229125976562
1689788632.054862,290,610.8980102539062
1689788632.062699,292,615.8072509765625
1689788632.0705678,294,620.501220703125
1689788632.0784268,296,625.0140380859375
1689788632.086304,298,629.2886352539062
1689788632.0941749,300,633.0103149414062
